"V1","V2","V3","V4","V5","V6","V7","V8"
0.000863222,0.000896816,0.0022796,0.00558211,0.0145844,0.018217,0.033669,0.0485807
0.000981564,0.00114161,0.00278327,0.00669956,0.0189252,0.0250978,0.043115,0.0625721
0.000894843,0.00101975,0.00245665,0.00642821,0.0150684,0.0172522,0.0320208,0.0472215
0.00106791,0.00131352,0.00293881,0.00677272,0.0167858,0.0200316,0.0356787,0.0486631
0.000922756,0.00136718,0.00282158,0.00785648,0.0179135,0.0194201,0.0387935,0.0536655
0.000825535,0.000910349,0.00208206,0.00542644,0.0145098,0.0187682,0.0309492,0.0511259
0.00124053,0.0010225,0.00256175,0.00630651,0.0150974,0.0200678,0.0346822,0.0528392
0.000821232,0.000867988,0.00196967,0.00489881,0.0120266,0.0127151,0.0225131,0.035367
0.000668566,0.000845022,0.00181997,0.00516446,0.0119316,0.0108497,0.0201646,0.026982
0.00079446,0.000874445,0.00205823,0.00527242,0.0115141,0.0144902,0.0240768,0.0356247
0.0010425,0.00103894,0.00275457,0.00650201,0.0165071,0.0209144,0.0361523,0.0537538
0.000667858,0.000742581,0.001711,0.00426009,0.0114704,0.0143494,0.0254008,0.0329109
0.00063444,0.00107508,0.00216837,0.00619819,0.0158572,0.0197367,0.0357812,0.058764
0.000971886,0.00080507,0.00192259,0.00516439,0.0124257,0.0176567,0.0316793,0.0441546
0.000861809,0.00106936,0.00264537,0.00608439,0.0152256,0.0153192,0.0244588,0.0340292
0.000983033,0.00143812,0.00264487,0.00723345,0.017951,0.0161824,0.0316594,0.0502487
0.000706465,0.000942502,0.00221237,0.0057716,0.0138378,0.0159516,0.0287949,0.0440593
0.000647077,0.000900725,0.00229732,0.00584631,0.0151685,0.0156934,0.027266,0.0401057
0.00061488,0.000756889,0.00175658,0.00432598,0.0103962,0.0128687,0.0242719,0.0353269
0.00104278,0.00117684,0.00288368,0.00756233,0.0186137,0.0229816,0.042214,0.0673215
0.00049279,0.000702921,0.00180317,0.00387777,0.0102958,0.0101333,0.0172683,0.0259945
0.000891923,0.00121755,0.00213657,0.0055404,0.0136395,0.0150465,0.0253817,0.0367078
0.0007919,0.000977181,0.00186975,0.00626383,0.0134872,0.0185593,0.0301342,0.0479223
0.000802257,0.00128682,0.00282567,0.00777271,0.0202033,0.0215889,0.0429002,0.0624181
0.00119773,0.00136934,0.00352738,0.00795492,0.0203604,0.0222183,0.0382973,0.0616788
0.000529016,0.0010408,0.00192464,0.00538437,0.013189,0.0159126,0.0296184,0.0415457
0.000884012,0.000919967,0.00247056,0.00617951,0.0153611,0.0172055,0.0310196,0.0403046
0.00123991,0.00115508,0.00225143,0.0062927,0.0153297,0.0178141,0.032134,0.045734
0.000945712,0.00113306,0.00242619,0.00576601,0.0150353,0.0187529,0.0348844,0.0508924
0.00135976,0.00121453,0.00252997,0.0077086,0.0220149,0.0339131,0.0703981,0.101236
0.0004781,0.000711507,0.00157156,0.00420609,0.0106844,0.0147342,0.0272565,0.0392662
0.00101058,0.00106412,0.00232045,0.00576158,0.0142264,0.0164889,0.0301702,0.04564
0.000700305,0.000936453,0.00223207,0.00510149,0.0116969,0.014274,0.0238647,0.0410929
0.000977238,0.00143056,0.00313364,0.00732619,0.0200695,0.0260577,0.0473284,0.0715171
0.000753055,0.000964629,0.00253068,0.00633638,0.0166882,0.0218253,0.040155,0.0561821
0.000763115,0.000684677,0.00165625,0.00390135,0.0112095,0.0140389,0.022414,0.0348293
0.000579331,0.000938538,0.00219999,0.00621079,0.0155658,0.0155726,0.0288099,0.0391589
0.000883092,0.000792908,0.00183383,0.00505628,0.0129644,0.0122109,0.0225799,0.0309401
0.000684943,0.00100051,0.00207202,0.0046907,0.012533,0.012715,0.0233501,0.0310272
0.000605551,0.000823564,0.00249511,0.00567615,0.0135051,0.0131315,0.0223532,0.0310274
0.000748579,0.00086729,0.00203498,0.00526851,0.0123602,0.0127638,0.0197607,0.0294985
0.000863389,0.00109358,0.00248366,0.00635321,0.0160294,0.0178904,0.030759,0.0458051
0.00090402,0.000986287,0.0022801,0.00593788,0.0147095,0.0167471,0.0320213,0.0430861
0.00090166,0.000989668,0.00224238,0.00567746,0.0149898,0.0163728,0.0298321,0.0402938
0.00108959,0.000906205,0.00226364,0.00544071,0.014739,0.0181726,0.0352325,0.0481148
0.000890886,0.00137656,0.00246493,0.0062409,0.01661,0.0190128,0.034443,0.0484317
0.000671972,0.00109064,0.00256771,0.00612595,0.0146671,0.0162557,0.0274241,0.0416096
0.000510334,0.000893002,0.00211342,0.00493397,0.0120599,0.0139441,0.0232201,0.0336578
0.000793427,0.000899526,0.00185789,0.00563987,0.0130305,0.0190777,0.0337987,0.0494595
0.000975171,0.00101221,0.00256537,0.00570992,0.0127004,0.0151059,0.0268446,0.03866
0.00111796,0.00118957,0.00238459,0.00613622,0.0149289,0.0165164,0.0317802,0.0498946
0.000843726,0.000819032,0.002166,0.00597778,0.0129164,0.0178208,0.0291769,0.0453794
0.000695024,0.000941855,0.00204583,0.00520118,0.0124821,0.010325,0.0191681,0.0261164
0.00120997,0.000888187,0.00234056,0.0058888,0.0142973,0.0167705,0.029453,0.0421484
0.00104968,0.00121095,0.00293238,0.00799603,0.0188836,0.0235657,0.0436643,0.0606916
0.00079172,0.00119866,0.00254941,0.00683733,0.0152761,0.016998,0.0303846,0.0459145
0.00107627,0.000935065,0.00279935,0.00566436,0.016076,0.0200113,0.0365117,0.0513618
0.000786886,0.00116873,0.00239526,0.00678142,0.0163033,0.0203467,0.0377329,0.0568816
0.000927191,0.000985575,0.00252567,0.00594092,0.0162217,0.018864,0.0357689,0.0527411
0.000809129,0.000901165,0.00197108,0.00548176,0.0136041,0.0144258,0.0248497,0.0358952
0.000626747,0.000857573,0.00164401,0.00398234,0.00992085,0.0133976,0.0223195,0.0348269
0.000784028,0.000903684,0.00195512,0.0049081,0.0114185,0.0107498,0.0184885,0.0250503
0.000718999,0.000830755,0.00174001,0.00466458,0.0104069,0.0112967,0.0184357,0.0252204
0.000653987,0.000924711,0.00229042,0.0045733,0.0128986,0.0172581,0.032199,0.0512217
0.000568572,0.000876269,0.00196696,0.004747,0.0129295,0.0171724,0.0319421,0.0447204
0.000724741,0.000757965,0.00206404,0.0052227,0.0131588,0.0150564,0.0284981,0.04019
0.00107729,0.00116954,0.00274694,0.00632072,0.0146299,0.0139243,0.0248782,0.03511
0.000879868,0.00111162,0.0024883,0.00634736,0.015706,0.0152678,0.0270109,0.0407155
0.000860444,0.00100681,0.00208469,0.0053266,0.0138637,0.0139897,0.0233392,0.0328504
0.00149364,0.00194283,0.00417565,0.0108706,0.0268683,0.0402185,0.0716717,0.115843
0.00097553,0.00102412,0.00233154,0.00756504,0.0175435,0.0220435,0.0384665,0.0540961
0.000632888,0.000802006,0.0019553,0.00480008,0.0111105,0.0145678,0.0238796,0.0359738
0.000729828,0.0009734,0.00218882,0.0059891,0.0139486,0.0129848,0.0246558,0.0338981
0.000766775,0.00100567,0.00234466,0.00555849,0.0129326,0.0133473,0.0245625,0.0343954
0.000577707,0.000812564,0.00171828,0.00424441,0.0112508,0.0118119,0.0211407,0.0293138
0.00136374,0.00106451,0.00306133,0.00811308,0.0193653,0.0224522,0.0408835,0.0636833
0.000601786,0.00117127,0.0023037,0.00566936,0.0133387,0.0161868,0.0288602,0.0429484
0.000782488,0.000993177,0.00205373,0.00564439,0.0137895,0.0157565,0.0297173,0.0405931
0.000865495,0.00150965,0.00290111,0.00878812,0.0203537,0.0252562,0.042138,0.0633529
0.000798552,0.00109385,0.00216136,0.00608195,0.0144368,0.0142102,0.0270971,0.0366709
0.000890408,0.00112312,0.00247375,0.00642781,0.0152555,0.0188467,0.0336351,0.0494672
0.00062905,0.000918253,0.00207496,0.00522177,0.012231,0.0117055,0.0193958,0.0297219
0.000940471,0.00126587,0.0025794,0.00631417,0.0165656,0.0177729,0.0284014,0.0412987
0.000831507,0.000765299,0.001789,0.0047841,0.0124675,0.0145808,0.0256217,0.0383648
0.000979027,0.00144017,0.0029522,0.00753591,0.0216562,0.0248828,0.0465503,0.0661371
0.000849004,0.000812753,0.00185212,0.00521742,0.0124023,0.0186839,0.031956,0.0439584
0.00181871,0.00139527,0.00436713,0.00910352,0.0258689,0.0382304,0.0733287,0.104053
0.000852308,0.000939177,0.00217165,0.00591081,0.0149725,0.019072,0.0336041,0.0478144
0.000671921,0.000853737,0.00238334,0.00569332,0.0141134,0.0172707,0.0292239,0.0466031
0.00184664,0.00174396,0.00457611,0.0107892,0.0280185,0.0426703,0.0726737,0.111702
0.000747553,0.00108613,0.00255222,0.00592769,0.0152528,0.016044,0.0279267,0.0408655
0.00111988,0.00101276,0.00216319,0.00578838,0.0130352,0.0166139,0.0321247,0.0476546
0.000846484,0.00118121,0.00271536,0.00767322,0.0186662,0.0166492,0.0296925,0.047223
0.000651489,0.00111403,0.00279804,0.00677177,0.0182348,0.0172242,0.0286911,0.0412481
0.000572157,0.00128217,0.00249552,0.00719168,0.0169062,0.0218815,0.0346751,0.0549518
0.000524893,0.000725495,0.00162402,0.0041932,0.0100236,0.0100197,0.0170548,0.0249244
0.000918577,0.00134354,0.00344849,0.00831957,0.023243,0.0261689,0.0470125,0.0695516
0.000851038,0.00143462,0.00310593,0.00689951,0.0176905,0.0203381,0.0364547,0.0587537
0.000867205,0.00112064,0.00315763,0.00709329,0.0189184,0.0235708,0.0397905,0.0650895
0.00106972,0.00144007,0.00261078,0.0072538,0.017011,0.0240324,0.039764,0.0621292
0.000627522,0.000817305,0.00182511,0.0043868,0.0112796,0.013594,0.0253958,0.0373939
0.00144402,0.0012692,0.00304842,0.00741845,0.0189736,0.025604,0.0485164,0.0699706
0.000689112,0.000944597,0.00215699,0.00523815,0.0123217,0.014491,0.0256058,0.0385487
0.000976512,0.000780099,0.00235662,0.00523468,0.013115,0.018122,0.0318349,0.0464799
0.0006777,0.000969314,0.00239087,0.00577449,0.0131728,0.0152464,0.0264211,0.0399899
0.00119177,0.00112144,0.0025417,0.00649483,0.0163918,0.0171024,0.0325753,0.0475299
0.000997233,0.000833495,0.00218881,0.00521966,0.0127083,0.0156889,0.0253669,0.0362064
0.000559969,0.00104502,0.00223535,0.00633681,0.0142681,0.0168432,0.0292528,0.046395
0.00103959,0.00148806,0.00317318,0.00862332,0.0201602,0.0259903,0.0427784,0.0651121
0.00067047,0.000828618,0.00188078,0.00533154,0.0121195,0.0132692,0.0237572,0.0310523
0.00105995,0.000891017,0.00208343,0.00523593,0.0129483,0.0159142,0.0282577,0.0417033
0.00106995,0.00136452,0.00233687,0.00678609,0.0168179,0.0228078,0.0411586,0.0568006
0.000801743,0.0011587,0.00262566,0.00639396,0.0156627,0.0198081,0.0369546,0.0531637
0.000692506,0.000780549,0.00180574,0.00493744,0.0106776,0.0122558,0.0207426,0.0326213
0.000804317,0.00123673,0.00244218,0.00574945,0.0144935,0.0175729,0.0306266,0.0464074
0.000982652,0.000991704,0.00234936,0.00639566,0.0149799,0.0209305,0.0383523,0.0565531
0.000761534,0.00126901,0.00262897,0.00699532,0.018757,0.0171039,0.0301815,0.042125
0.00088885,0.00111681,0.00277111,0.00622308,0.0170989,0.0240981,0.0400875,0.0618993
0.000876539,0.00093029,0.00205166,0.0054915,0.0119894,0.015213,0.0251319,0.0390043
0.000821444,0.000900232,0.00194499,0.00500392,0.0132416,0.0131017,0.0225205,0.031841
0.000892186,0.00108349,0.00235154,0.00658014,0.0158959,0.0182896,0.030485,0.0463929
0.000731256,0.00109293,0.00245773,0.00564453,0.0155385,0.0187392,0.0326773,0.0436689
0.000846076,0.000927261,0.00190161,0.00492205,0.0112976,0.0138748,0.023354,0.0349311
0.000807007,0.000703246,0.00180799,0.00485335,0.011939,0.0113397,0.0214311,0.0326724
0.00063323,0.00117521,0.00273475,0.00613389,0.015583,0.0163513,0.0272227,0.0426023
0.00146299,0.00119165,0.00309167,0.00783379,0.019301,0.0257763,0.050076,0.0741999
0.00084691,0.00118616,0.00255128,0.00647888,0.0142417,0.0173678,0.0296631,0.0486338
0.00123533,0.00157804,0.00336878,0.00784795,0.0217949,0.0256813,0.0485165,0.0671934
0.000773001,0.000950193,0.00202231,0.00539412,0.011458,0.0122467,0.0197272,0.0288919
0.000708114,0.000775896,0.00229998,0.00557206,0.0152734,0.0169347,0.0269615,0.0411854
0.000683023,0.00101468,0.00234403,0.00562129,0.0140709,0.0139716,0.0248469,0.0339089
0.00101315,0.00098603,0.00246571,0.0059738,0.0158759,0.0177196,0.032462,0.0451358
0.00139882,0.00120085,0.00312639,0.00833223,0.0210717,0.0235897,0.0440432,0.0595014
0.000671155,0.000657838,0.00134298,0.00365032,0.00915057,0.0132327,0.0242219,0.0323942
0.00144207,0.00109724,0.00312805,0.00770276,0.0203803,0.0244833,0.0444423,0.0666335
0.00131142,0.0020579,0.0043476,0.0113853,0.0303913,0.0340272,0.0649944,0.0920574
0.00115535,0.00128145,0.00283252,0.00728744,0.0196609,0.0221822,0.0416397,0.0533404
0.000993108,0.00142252,0.00277408,0.00666903,0.0179714,0.0176436,0.0290233,0.043945
0.000845971,0.00105734,0.0025259,0.00598301,0.0156981,0.019436,0.0313823,0.054224
0.000437974,0.00091394,0.00214173,0.00542489,0.0141328,0.013219,0.0246643,0.0338062
0.00205135,0.00188265,0.00436487,0.0102808,0.0292932,0.0309967,0.0575751,0.0939774
0.000672296,0.000922211,0.0021315,0.00512777,0.0129363,0.0152279,0.0246731,0.0399003
0.000964881,0.000842989,0.00237048,0.00596479,0.0151837,0.0167443,0.0296619,0.0435374
0.000948777,0.00132634,0.00296508,0.00717292,0.0168034,0.0220343,0.0379471,0.0560229
0.000989178,0.000987932,0.00213771,0.00591879,0.0140605,0.0175856,0.0356639,0.0511481
0.000584929,0.000784791,0.00155783,0.00396459,0.0099671,0.0114368,0.0203499,0.0316561
0.000567699,0.000803323,0.00198296,0.00457563,0.0120608,0.0131381,0.0233702,0.0341781
0.00135902,0.00144613,0.0040306,0.00862158,0.0253296,0.0283812,0.0550499,0.0815719
0.000655529,0.00107253,0.00232844,0.00526185,0.013539,0.0132421,0.0225564,0.0320205
0.000937305,0.00122064,0.00256191,0.00644117,0.0176798,0.0206289,0.035854,0.0572718
0.000855057,0.00094929,0.00206975,0.00583595,0.0130165,0.0142583,0.0237698,0.0372141
0.000884584,0.00108535,0.00215024,0.00529709,0.0141664,0.0160428,0.0254026,0.0446087
0.00117518,0.00159918,0.00353676,0.00901544,0.0201707,0.0195043,0.032339,0.0524274
0.00104478,0.00127407,0.00346529,0.00783507,0.0208495,0.0230284,0.0428344,0.0642638
0.000628142,0.00120956,0.00207168,0.00570973,0.0138267,0.0152903,0.0250685,0.0359181
0.000915793,0.00104673,0.00236957,0.00566418,0.0138971,0.0132796,0.0232967,0.0294199
0.000820484,0.00109011,0.00211142,0.00544138,0.0143599,0.018341,0.0336167,0.0495953
0.00108958,0.00112495,0.00279959,0.006449,0.0162521,0.0184909,0.0327218,0.0490164
0.000914787,0.000945932,0.00246408,0.00568244,0.0138583,0.0171269,0.0340098,0.048762
0.000695112,0.000730664,0.00190861,0.0042822,0.0108916,0.0100405,0.018045,0.0262739
0.000965334,0.0012592,0.00263309,0.00638493,0.0152412,0.0224732,0.0370497,0.0569815
0.00103158,0.00119218,0.00228148,0.0059538,0.015452,0.0204335,0.0341795,0.051279
0.000692235,0.000939873,0.00230247,0.0058811,0.0131231,0.0158524,0.0288694,0.0422035
0.00118724,0.00151856,0.00332636,0.00781862,0.0219581,0.0249216,0.0470223,0.0661449
0.00103408,0.00119555,0.00297481,0.00795923,0.020188,0.0266027,0.0460575,0.0676358
0.000585102,0.00101713,0.00212962,0.00574669,0.0134797,0.0164306,0.0284924,0.0444086
0.00101007,0.00110836,0.00236654,0.00646487,0.0144924,0.021422,0.0344581,0.054555
0.00110198,0.000932584,0.00194764,0.00562859,0.0143236,0.0197114,0.0354013,0.0527742
0.000988481,0.000893462,0.00185616,0.00489159,0.0143007,0.0155048,0.0274347,0.0408824
0.000957747,0.00105574,0.0024093,0.00611403,0.0155471,0.0226516,0.0402122,0.0593106
0.000789129,0.00104451,0.00245476,0.00612621,0.0141724,0.0146644,0.0257136,0.0370944
0.000992253,0.0012887,0.00251949,0.00663118,0.0159906,0.0213143,0.0360192,0.0557574
0.000692225,0.00111943,0.00218942,0.00620722,0.0150023,0.0155011,0.0291622,0.0427227
0.000877606,0.00079492,0.0022349,0.00554717,0.0130312,0.0171211,0.0287466,0.0477013
0.0009514,0.00119179,0.00262549,0.00510666,0.0144606,0.0188137,0.0314174,0.0466988
0.00108925,0.000962239,0.00200533,0.00528124,0.0117164,0.0174137,0.0337498,0.0461634
0.00105538,0.0010661,0.00244369,0.00600958,0.015721,0.0214097,0.0400282,0.0645713
0.00109349,0.000946188,0.0027307,0.00717858,0.0173659,0.0275458,0.0436663,0.0688231
0.00109962,0.00137418,0.00309398,0.00784701,0.0199688,0.0254102,0.0446902,0.0662571
0.00078985,0.00108815,0.0024702,0.0066487,0.014722,0.0142999,0.0248073,0.0377281
0.00080589,0.000787277,0.00213616,0.0048994,0.0117613,0.0131984,0.0219311,0.032668
0.0008522,0.00110541,0.00268433,0.00614239,0.0170533,0.0203108,0.0367639,0.0536822
0.000635994,0.000866701,0.00238509,0.00530024,0.0149407,0.0152527,0.0275467,0.0388503
0.000884648,0.000761793,0.00187086,0.00478779,0.0108573,0.0142766,0.025128,0.0357643
0.000711857,0.000836389,0.00219649,0.00495723,0.0125444,0.0133517,0.0233744,0.0347311
0.000909555,0.00146015,0.0033084,0.00770604,0.0186337,0.0209999,0.0338166,0.0522702
0.000781217,0.00075097,0.00221856,0.00433429,0.0123683,0.0153392,0.0258443,0.0392711
0.000626663,0.0010431,0.00242956,0.00580913,0.0128758,0.0144853,0.0245079,0.0382774
0.00115713,0.00143682,0.0031041,0.00843874,0.0206164,0.0242191,0.0407924,0.0587549
0.000771591,0.00094591,0.00240643,0.00554,0.0150969,0.0157242,0.0279382,0.0423028
0.000814309,0.00101273,0.00215454,0.00545875,0.0130586,0.018469,0.0278894,0.0448112
0.000852173,0.00117978,0.00269545,0.00714702,0.0170031,0.0247896,0.0413794,0.0649492
0.00052158,0.000767851,0.00190206,0.00429352,0.0108523,0.0150061,0.0256128,0.0363337
0.00124074,0.00109186,0.00287428,0.00686355,0.0165024,0.0197548,0.0340132,0.0464058
0.000727043,0.00118112,0.00233747,0.00531442,0.0139057,0.013476,0.0251132,0.0339216
0.00162489,0.00136971,0.00270878,0.00852817,0.022993,0.0351208,0.0735849,0.106116
0.000717347,0.000874116,0.00203946,0.00485698,0.0126351,0.014987,0.0234801,0.0354752
0.000737628,0.000974347,0.00193661,0.00515365,0.012712,0.0146431,0.0254174,0.0378891
0.00056498,0.000866522,0.00204462,0.00505242,0.0117018,0.0126318,0.0220391,0.0309514
0.000621908,0.000790746,0.00216595,0.004939,0.0131223,0.0140803,0.0262948,0.0376498
0.000720243,0.00112054,0.00227101,0.0064351,0.0162778,0.0189934,0.0318196,0.0489804
0.000469672,0.000911438,0.0020496,0.00533105,0.0128957,0.0116494,0.0199472,0.0263315
0.000775536,0.00109043,0.00225706,0.00662579,0.016207,0.0163105,0.0259803,0.0408594
0.000573608,0.00091926,0.00204177,0.00541124,0.0131416,0.0143142,0.024923,0.0395592
0.000768915,0.000950712,0.00212304,0.0051251,0.013516,0.0161887,0.0270884,0.0421745
0.00101321,0.00111748,0.00271341,0.00589478,0.0149702,0.0166912,0.0297841,0.0410757
0.00150627,0.00149448,0.00398209,0.0087425,0.0250502,0.0409885,0.0756935,0.125548
0.00125135,0.00167539,0.003347,0.0102599,0.0240167,0.0305835,0.0554294,0.0801313
0.000891349,0.00113157,0.00239504,0.00552189,0.0131366,0.0155809,0.0249481,0.0396176
0.00089361,0.00113339,0.00277979,0.00740473,0.0178853,0.0202401,0.0361352,0.0517638
0.00096994,0.00131528,0.00324582,0.00859478,0.0201524,0.0253663,0.045212,0.0674364
0.000760129,0.00097462,0.00194678,0.00489199,0.0132257,0.0146246,0.0263723,0.0381396
0.00072434,0.00109055,0.00202204,0.00539717,0.013601,0.011814,0.0202721,0.0281712
0.000705377,0.00105471,0.00236942,0.00504673,0.0125377,0.0138882,0.0224701,0.0329195
0.000921339,0.00087013,0.00186335,0.00528902,0.0117465,0.0132648,0.0251236,0.0326657
0.000587446,0.00110319,0.00214215,0.00528145,0.0137233,0.0126547,0.0219922,0.0304464
0.000815181,0.000816026,0.00178847,0.00472511,0.0118324,0.0132233,0.0226091,0.0324678
0.000812754,0.000817804,0.0021369,0.00484717,0.0113359,0.0150384,0.0274544,0.0359747
0.000861258,0.00100704,0.00200912,0.00508355,0.0128544,0.0144756,0.0253569,0.0371853
0.000808746,0.00100998,0.00245199,0.00561125,0.0142123,0.014539,0.0238658,0.0355528
0.000941815,0.00111315,0.00244231,0.00616678,0.0145063,0.0198031,0.0317627,0.047696
0.00097311,0.00106656,0.00309478,0.00775094,0.0176012,0.0242059,0.0464794,0.0665089
0.000709166,0.000810346,0.00185295,0.00524008,0.0122139,0.0116079,0.0219279,0.0285038
0.000546416,0.00081018,0.00218037,0.00478478,0.0121797,0.0120691,0.0194643,0.0310245
0.000730251,0.000968455,0.00201938,0.00568145,0.0130933,0.0148374,0.0273331,0.0401704
0.000993887,0.00127571,0.00316124,0.00850215,0.0198726,0.026169,0.0462597,0.0739155
0.000979052,0.00098045,0.00259049,0.0059981,0.0143847,0.0167105,0.0276256,0.0414796
0.000860596,0.00140875,0.00295042,0.00745387,0.0195179,0.0237931,0.0438058,0.060775
0.000775087,0.000869033,0.00243524,0.00620418,0.0147342,0.0185131,0.0353869,0.0524542
0.000808403,0.00101884,0.00233369,0.00636079,0.0143081,0.0182292,0.0341823,0.0461159
0.000928348,0.00134273,0.00300307,0.00791298,0.0177222,0.0215471,0.036273,0.0532068
0.00180674,0.00147206,0.0038154,0.0098665,0.027461,0.041051,0.0775217,0.113397
0.00052769,0.000955492,0.00194404,0.00569779,0.0123706,0.0142024,0.0241834,0.0396386
0.00102546,0.000952453,0.00218408,0.00581661,0.0129339,0.0155747,0.0292819,0.0417226
0.000787509,0.00112251,0.00274733,0.00736798,0.0167554,0.0189193,0.036326,0.0498966
0.0010173,0.000908056,0.00261198,0.00592658,0.0140567,0.0160955,0.0271918,0.0398812
0.000838193,0.00104427,0.00242324,0.00626159,0.0151075,0.0172979,0.0265091,0.0410309
0.000743586,0.00103409,0.00213385,0.00561493,0.0136808,0.0155439,0.0274504,0.0409738
0.000905209,0.000918668,0.0019908,0.00563506,0.0138507,0.0181932,0.0366417,0.0498584
0.000786296,0.00122456,0.0024556,0.00662396,0.0155441,0.0156997,0.0272078,0.0375877
0.000788034,0.000939289,0.00206959,0.00501666,0.0128671,0.013591,0.0241766,0.0354881
0.00053833,0.000897978,0.00185952,0.00483528,0.0115916,0.0102726,0.0203018,0.0265169
0.00107516,0.00113231,0.0024276,0.00745266,0.0161113,0.0177536,0.0292304,0.044469
0.000519964,0.000534463,0.00154599,0.00395931,0.00995904,0.00932385,0.0157502,0.0226865
0.000907857,0.00102783,0.00227837,0.00560078,0.0146366,0.0203593,0.0363048,0.0537957
0.000889759,0.00119403,0.00246816,0.00623299,0.0149728,0.0162834,0.0315374,0.043833
0.000714844,0.00105409,0.00210306,0.00581937,0.0139625,0.0167353,0.0302295,0.0436408
0.000737816,0.000850151,0.00206902,0.00514716,0.0124954,0.0151015,0.0249536,0.0384823
0.000810559,0.00081385,0.00212457,0.00547228,0.0142644,0.0147615,0.0272565,0.0421691
0.00101786,0.00109891,0.00282135,0.00672804,0.0182158,0.0256976,0.043835,0.0681443
0.000758849,0.00125611,0.00238785,0.00630052,0.0149007,0.0183612,0.0272668,0.0441827
0.000704215,0.00097215,0.00215367,0.00556388,0.0140361,0.0164994,0.0297635,0.0438049
0.00088526,0.000900028,0.00188236,0.00558239,0.0130843,0.0179493,0.0307678,0.0476077
0.000939948,0.00128632,0.00324797,0.00775195,0.0200178,0.0186647,0.0334912,0.0506663
0.000627608,0.000965385,0.00199245,0.00504126,0.011512,0.0146926,0.0280149,0.0368616
0.0013332,0.00132735,0.00309582,0.0079521,0.0207305,0.0239031,0.0400884,0.0655999
0.000785052,0.00101195,0.00253617,0.00627028,0.0153816,0.0160554,0.031613,0.0426143
0.000713428,0.00137819,0.00303891,0.00664972,0.0195287,0.0219671,0.034669,0.0537982
0.000923362,0.00102651,0.0024742,0.00670746,0.0161296,0.0177591,0.0331313,0.049097
0.000941911,0.000992298,0.00182829,0.00466476,0.012196,0.0168491,0.029863,0.0476561
0.000616562,0.000925791,0.00236318,0.00547664,0.0140661,0.0154067,0.0263692,0.0360507
0.000661125,0.000953773,0.00249138,0.00516107,0.0124581,0.0142931,0.0249002,0.0346166
0.00103434,0.00103868,0.00295541,0.00653274,0.0147978,0.0161395,0.0293223,0.0418958
0.000966287,0.00116465,0.00295137,0.00732915,0.0184298,0.021213,0.038731,0.0527084
0.00068546,0.00117184,0.00226521,0.0057855,0.0139414,0.0144475,0.0276722,0.0422832
0.000668958,0.000767979,0.00178819,0.0045106,0.0114412,0.0130626,0.0228722,0.0321949
0.000624067,0.000938119,0.0019043,0.00569837,0.0126637,0.0131125,0.0238366,0.0344483
0.000937802,0.000900712,0.00205988,0.00518798,0.0143419,0.0146487,0.0259672,0.0361903
0.000832685,0.00112513,0.00248809,0.00609118,0.0172797,0.0213662,0.0364566,0.0552899
0.000786842,0.000987669,0.00223897,0.00554262,0.0133902,0.0160254,0.0288723,0.0396506
0.00084177,0.00112305,0.00317537,0.00729912,0.0188731,0.0219223,0.0391167,0.0539024
0.000722087,0.00104628,0.00207518,0.00552334,0.0142972,0.0192704,0.0329099,0.0513052
0.000690337,0.00122128,0.002146,0.00586454,0.0142492,0.0167908,0.0349749,0.0459685
0.000815258,0.000754006,0.00176922,0.00484321,0.0118786,0.012851,0.0218598,0.0304661
0.000802994,0.000863078,0.00212092,0.00454979,0.0130536,0.0128874,0.0210393,0.0287245
0.00144694,0.00158785,0.00322283,0.00836293,0.0221951,0.0309331,0.0559533,0.0770324
0.000966594,0.000901548,0.00254712,0.00604375,0.0141713,0.0168299,0.0316489,0.0428196
0.000898223,0.000996235,0.00231274,0.0057088,0.0132583,0.0136377,0.0209681,0.0320358
0.000524759,0.000918682,0.00200152,0.00496599,0.0108912,0.0126301,0.022608,0.0346086
0.000686095,0.000940165,0.00226806,0.00526881,0.0132257,0.0140303,0.023677,0.0362616
0.00110405,0.0015879,0.00326447,0.00908626,0.0251937,0.0306584,0.0588735,0.0872532
0.000672144,0.000824582,0.00197086,0.00455468,0.0109496,0.013774,0.0258356,0.0359357
0.000730229,0.000883737,0.00215951,0.00494147,0.0118317,0.0155285,0.0266013,0.0424663
0.000776253,0.00103385,0.00224852,0.00555781,0.0142307,0.0173826,0.0299345,0.0477314
0.000819722,0.00100879,0.00237606,0.00531151,0.0141518,0.0176797,0.0296052,0.0470164
0.00122261,0.00195252,0.00474109,0.0109184,0.0250847,0.0299744,0.0502935,0.0717108
0.00100479,0.00133772,0.00298168,0.00666959,0.0172473,0.0166377,0.0252292,0.0390162
0.000851672,0.000947193,0.00192023,0.00491533,0.0122831,0.0145695,0.0257013,0.0389863
0.000823064,0.00100971,0.0025651,0.00611272,0.0150378,0.0195192,0.0344091,0.0528233
0.00103184,0.00107462,0.00228612,0.00569544,0.0153073,0.0173187,0.0304225,0.0480166
0.000553683,0.000921822,0.00199502,0.00567188,0.0123526,0.0137506,0.0208673,0.0299229
0.00111766,0.000977846,0.0023356,0.00547127,0.0137119,0.0157535,0.0272112,0.0413108
0.00121545,0.00121464,0.0025878,0.00666106,0.0163441,0.0179235,0.0309031,0.0462648
